"Date (MMM DD, YYYY)",Transaction Type,Stock / ETF Symbol,Quantity of Units,Amount per unit,Total Amount,Fees,Investment Account,Split Ratio (new shares per old share),Note
"Apr 28, 2014",Sell,KRFT,469,57.0245,26755.08,10.59,TD Ameritrade,,
"May 12, 2014",Dividend,AMARIN:BKK,,,970,,SET,,
"May 12, 2014",Dividend,AMARIN:BKK,,,750,,SET,,
"May 15, 2014",Dividend,AAPL,,,841.76,,E*TRADE,,
"May 22, 2014",Dividend,BECL:BKK,,,3240,,SET,,
"May 22, 2014",Dividend,BECL:BKK,,,2187,,SET,,
"May 23, 2014",Buy,TCAP:BKK,3000,33.25,99750,168.43,SET,,
"May 23, 2014",Dividend,CPF:BKK,,,2250,,SET,,
"May 28, 2014",Buy,ES-Fixed_Income,79.2954474,10.9807,870.72,0,SET,,
"May 28, 2014",Buy,ES-SET50,8.0886918,26.8848,217.46,0,SET,,
"May 28, 2014",Buy,ES-Tresury,78.7113618,11.0622,870.72,0,SET,,
"May 28, 2014",Buy,ES-JUMBO25,8.5450732,25.4489,217.46,0,SET,,
"May 30, 2014",Dividend,UOBBC,,,1101.56,,SET,,
"Jun 10, 2014",Dividend,IBM,,,156.15,,E*TRADE,,
"Jun 12, 2014",Split,AAPL,,,,,E*TRADE,7,
"Jun 17, 2014",Buy,TCAP:BKK,5500,36,198000,334.32,SET,,
"Jun 17, 2014",Sell,AOT:BKK,1500,196.5,294750,497.68,SET,,
"Jun 27, 2014",Buy,ES-Fixed_Income,79.1775092,10.9971,870.72,0,SET,,
"Jun 27, 2014",Buy,ES-SET50,7.6980042,28.2492,217.46,0,SET,,
"Jun 27, 2014",Buy,ES-Tresury,78.5974188,11.0782,870.72,0,SET,,
"Jun 27, 2014",Buy,ES-JUMBO25,8.1826474,26.5761,217.46,0,SET,,
"Jun 30, 2014",Dividend,BAC,,,31.45,,E*TRADE,,
"Jul 7, 2014",Sell,TRUE:BKK,12900,9.7,125130,211.28,SET,,
"Jul 8, 2014",Buy,TCAP:BKK,4800,35.5,170400,287.71,SET,,
"Jul 29, 2014",Buy,ES-Fixed_Income,79.0502446,11.0148,870.72,0,SET,,
"Jul 29, 2014",Buy,ES-SET50,7.555035,28.7838,217.46,0,SET,,
"Jul 29, 2014",Buy,ES-Tresury,78.474025,11.0956,870.72,0,SET,,
"Jul 29, 2014",Buy,ES-JUMBO25,8.1134936,26.8026,217.46,0,SET,,
"Aug 14, 2014",Dividend,AAPL,,,841.75,,E*TRADE,,
"Aug 27, 2014",Buy,ES-Fixed_Income,78.9384124,11.0304,870.72,0,SET,,
"Aug 27, 2014",Buy,ES-SET50,7.2683334,29.9192,217.46,0,SET,,
"Aug 27, 2014",Buy,ES-Tresury,78.3637818,11.1113,870.72,0,SET,,
"Aug 27, 2014",Buy,ES-JUMBO25,7.8192566,27.8112,217.46,0,SET,,
"Sep 10, 2014",Dividend,IBM,,,156.15,,E*TRADE,,
"Sep 12, 2014",Dividend,CPF:BKK,,,2700,,SET,,
"Sep 18, 2014",Dividend,BECL:BKK,,,2880,,SET,,
"Sep 18, 2014",Dividend,BECL:BKK,,,1944,,SET,,
"Sep 26, 2014",Dividend,BAC,,,157.25,,E*TRADE,,
"Sep 29, 2014",Buy,TCAP:BKK,4000,38,152000,256.65,SET,,
"Sep 29, 2014",Buy,ES-Fixed_Income,78.8115908,11.0481,870.72,0,SET,,
"Sep 29, 2014",Buy,ES-SET50,7.192234,30.2357,217.46,0,SET,,
"Sep 29, 2014",Buy,ES-Tresury,78.2399976,11.1288,870.72,0,SET,,
"Sep 29, 2014",Buy,ES-JUMBO25,7.7563496,28.0367,217.46,0,SET,,
"Oct 17, 2014",Dividend,TCAP:BKK,,,9342,,SET,,
"Oct 29, 2014",Buy,ES-Fixed_Income,78.6958252,11.0644,870.72,0,SET,,
"Oct 29, 2014",Buy,ES-SET50,7.3337394,29.6523,217.46,0,SET,,
"Oct 29, 2014",Buy,ES-Tresury,78.127408,11.1449,870.72,0,SET,,
"Oct 29, 2014",Buy,ES-JUMBO25,7.8833724,27.585,217.46,0,SET,,
"Nov 6, 2014",Dividend,MBK:BKK,,,4320,,SET,,
"Nov 13, 2014",Dividend,AAPL,,,841.75,,E*TRADE,,
"Nov 17, 2014",Buy,UOBBC,1752.36,22.8263,40000,0,SET,,
"Nov 18, 2014",Sell,UOBBC,864.44,23.1364,20000,0,SET,,
"Nov 21, 2014",Buy,UOBCG,404.57,49.4358,20000,0,SET,,
"Dec 2, 2014",Buy,ES-Fixed_Income,78.564427,11.0829,870.72,0,SET,,
"Dec 2, 2014",Buy,ES-SET50,7.08873,30.6772,217.46,0,SET,,
"Dec 2, 2014",Buy,ES-Tresury,78.0001782,11.1631,870.72,0,SET,,
"Dec 2, 2014",Buy,ES-JUMBO25,7.6583676,28.3954,217.46,0,SET,,
"Dec 10, 2014",Dividend,IBM,,,156.15,,E*TRADE,,
"Dec 26, 2014",Dividend,BAC,,,157.25,,E*TRADE,,
"Dec 30, 2014",Buy,ES-Fixed_Income,89.6148214,11.0982,994.56,0,SET,,
"Dec 30, 2014",Buy,ES-SET50,8.6455776,28.7305,248.39,0,SET,,
"Dec 30, 2014",Buy,ES-Tresury,88.9756714,11.1779,994.56,0,SET,,
"Dec 30, 2014",Buy,ES-JUMBO25,9.3240526,26.6399,248.39,0,SET,,
"Jan 19, 2015",Sell,BECL:BKK,2700,43,116100,196.02,SET,,
"Jan 29, 2015",Buy,ES-Fixed_Income,82.0535732,11.1147,912,0,SET,,
"Jan 29, 2015",Buy,ES-SET50,7.651344,29.7689,227.77,0,SET,,
"Jan 29, 2015",Buy,ES-Tresury,81.4740314,11.1938,912,0,SET,,
"Jan 29, 2015",Buy,ES-JUMBO25,8.2952718,27.4581,227.77,0,SET,,
"Jan 31, 2015",Buy,BRK.B,37,132.7575,4902.04,9.99,E*TRADE,,
"Feb 6, 2015",Sell,TCAP:BKK,5500,34,187000,315.75,SET,,
"Feb 12, 2015",Dividend,AAPL,,,841.75,,E*TRADE,,
"Mar 3, 2015",Buy,ES-Fixed_Income,81.9217992,11.1326,912,0,SET,,
"Mar 3, 2015",Buy,ES-SET50,7.7672676,29.3246,227.77,0,SET,,
"Mar 3, 2015",Buy,ES-Tresury,81.349311,11.2109,912,0,SET,,
"Mar 3, 2015",Buy,ES-JUMBO25,8.464457,26.9093,227.77,0,SET,,
"Mar 10, 2015",Dividend,IBM,,,156.14,,E*TRADE,,
"Mar 27, 2015",Dividend,BAC,,,157.25,,E*TRADE,,
"Apr 1, 2015",Buy,ES-Fixed_Income,81.8094406,11.1479,912,0,SET,,
"Apr 1, 2015",Buy,ES-SET50,7.7851134,29.2574,227.77,0,SET,,
"Apr 1, 2015",Buy,ES-Tresury,81.2387012,11.2262,912,0,SET,,
"Apr 1, 2015",Buy,ES-JUMBO25,8.4502422,26.9545,227.77,0,SET,,
"Apr 9, 2015",Dividend,BECL:BKK,,,6120,,SET,,
"Apr 27, 2015",Dividend,MBK:BKK,,,4320,,SET,,
"Apr 29, 2015",Buy,ES-Fixed_Income,81.7095916,11.1615,912,0,SET,,
"Apr 29, 2015",Buy,ES-SET50,7.7854132,29.2563,227.77,0,SET,,
"Apr 29, 2015",Buy,ES-Tresury,81.1388996,11.24,912,0,SET,,
"Apr 29, 2015",Buy,ES-JUMBO25,8.3560564,27.2583,227.77,0,SET,,
"Apr 30, 2015",Dividend,TCAP:BKK,,,10620,,SET,,
"May 11, 2015",Dividend,AMARIN:BKK,,,5197.5,,SET,,
"May 11, 2015",Dividend,AMARIN:BKK,,,6722.1,,SET,,
"May 15, 2015",Dividend,AAPL,,,931.29,,E*TRADE,,
"May 21, 2015",Dividend,CPF:BKK,,,4050,,SET,,
"May 27, 2015",Buy,ES-Fixed_Income,81.612332,11.1748,912,0,SET,,
"May 27, 2015",Buy,ES-SET50,7.8668708,28.9533,227.77,0,SET,,
"May 27, 2015",Buy,ES-Tresury,81.0442878,11.2531,912,0,SET,,
"May 27, 2015",Buy,ES-JUMBO25,8.383469,27.1692,227.77,0,SET,,
"Jun 10, 2015",Dividend,IBM,,,184.53,,E*TRADE,,
"Jun 12, 2015",Dividend,UOBBC,,,2219.38,,SET,,
"Jun 26, 2015",Buy,ES-Fixed_Income,81.5223484,11.1871,912,0,SET,,
"Jun 26, 2015",Buy,ES-SET50,7.7893146,29.2416,227.77,0,SET,,
"Jun 26, 2015",Buy,ES-Tresury,80.955443,11.2655,912,0,SET,,
"Jun 26, 2015",Buy,ES-JUMBO25,8.2897428,27.4764,227.77,0,SET,,
"Jun 26, 2015",Dividend,BAC,,,157.25,,E*TRADE,,
"Jul 27, 2015",Buy,ES-Fixed_Income,81.4356012,11.199,912,0,SET,,
"Jul 27, 2015",Buy,ES-SET50,8.4041142,27.1025,227.77,0,SET,,
"Jul 27, 2015",Buy,ES-Tresury,80.867959,11.2776,912,0,SET,,
"Jul 27, 2015",Buy,ES-JUMBO25,8.929504,25.5078,227.77,0,SET,,
"Aug 14, 2015",Dividend,AAPL,,,931.29,,E*TRADE,,
"Aug 27, 2015",Buy,ES-Fixed_Income,81.356483,11.2099,912,0,SET,,
"Aug 27, 2015",Buy,ES-SET50,8.7208872,26.118,227.77,0,SET,,
"Aug 27, 2015",Buy,ES-Tresury,80.7862558,11.289,912,0,SET,,
"Aug 27, 2015",Buy,ES-JUMBO25,9.3257972,24.4239,227.77,0,SET,,
"Sep 8, 2015",Dividend,BECL:BKK,,,2880,,SET,,
"Sep 10, 2015",Dividend,IBM,,,184.53,,E*TRADE,,
"Sep 10, 2015",Dividend,CPF:BKK,,,2700,,SET,,
"Sep 23, 2015",Buy,THAI:BKK,5000,10.5,52500,88.65,SET,,
"Sep 25, 2015",Dividend,BAC,,,157.25,,E*TRADE,,
"Sep 28, 2015",Buy,ES-Fixed_Income,81.2752084,11.2211,912,0,SET,,
"Sep 28, 2015",Buy,ES-SET50,8.8200388,25.8244,227.77,0,SET,,
"Sep 28, 2015",Buy,ES-Tresury,80.7022744,11.3008,912,0,SET,,
"Sep 28, 2015",Buy,ES-JUMBO25,9.449424,24.1044,227.77,0,SET,,
"Oct 1, 2015",Sell,AMARIN:BKK,100,10.5,1050,53.59,SET,,
"Oct 13, 2015",Dividend,TCAP:BKK,,,7434,,SET,,
"Oct 14, 2015",Sell,AMARIN:BKK,8100,10.5,85050,143.6,SET,,
"Oct 28, 2015",Buy,ES-Fixed_Income,81.1987326,11.2317,912,0,SET,,
"Oct 28, 2015",Buy,ES-SET50,8.4485564,26.9599,227.77,0,SET,,
"Oct 28, 2015",Buy,ES-Tresury,80.6239482,11.3118,912,0,SET,,
"Oct 28, 2015",Buy,ES-JUMBO25,9.0521966,25.1621,227.77,0,SET,,
"Nov 4, 2015",Dividend,MBK:BKK,,,4320,,SET,,
"Nov 12, 2015",Dividend,AAPL,,,931.29,,E*TRADE,,
"Nov 26, 2015",Buy,ES-Fixed_Income,81.1270526,11.2416,912,0,SET,,
"Nov 26, 2015",Buy,ES-SET50,8.7981038,25.8888,227.77,0,SET,,
"Nov 26, 2015",Buy,ES-Tresury,80.5488374,11.3223,912,0,SET,,
"Nov 26, 2015",Buy,ES-JUMBO25,9.455344,24.0893,227.77,0,SET,,
"Dec 10, 2015",Dividend,IBM,,,184.53,,E*TRADE,,
"Dec 24, 2015",Dividend,BAC,,,157.25,,E*TRADE,,
"Dec 28, 2015",Buy,UOBBC,2844.8,17.5759,50000,0,SET,,
"Dec 28, 2015",Buy,ES-Fixed_Income,81.046232,11.2528,912,0,SET,,
"Dec 28, 2015",Buy,ES-SET50,9.4352928,24.1405,227.77,0,SET,,
"Dec 28, 2015",Buy,ES-Tresury,80.4653364,11.3341,912,0,SET,,
"Dec 28, 2015",Buy,ES-JUMBO25,10.1953668,22.3408,227.77,0,SET,,
"Dec 29, 2015",Sell,UOBBC,2867.42,17.4373,50000,0,SET,,
"Jan 4, 2016",Sell,AMARIN:BKK,6400,9.1,58240,98.33,SET,,
"Jan 5, 2016",Buy,UOBCG,1133.04,44.1292,50000,0,SET,,
"Jan 7, 2016",Buy,CPF:BKK,16200,17.7,286740,484.15,SET,,
"Jan 7, 2016",Sell,AMARIN:BKK,50,8.95,447.5,0.75,SET,,
"Jan 15, 2016",Buy,AMARIN:BKK,30,8.8,264,53.51,SET,,
"Jan 29, 2016",Buy,ES-Fixed_Income,98.005745,11.2646,1104,0,SET,,
"Jan 29, 2016",Buy,ES-SET50,11.2577864,24.4919,275.72,0,SET,,
"Jan 29, 2016",Buy,ES-Tresury,97.307682,11.3457,1104.02,0,SET,,
"Jan 29, 2016",Buy,ES-JUMBO25,12.0431536,22.8947,275.72,0,SET,,
"Feb 12, 2016",Dividend,AAPL,,,931.29,,E*TRADE,,
"Feb 25, 2016",Buy,ES-Fixed_Income,85.1498102,11.2742,960,0,SET,,
"Feb 25, 2016",Buy,ES-SET50,9.477796,25.297,239.76,0,SET,,
"Feb 25, 2016",Buy,ES-Tresury,84.5416224,11.3554,960,0,SET,,
"Feb 25, 2016",Buy,ES-JUMBO25,9.9771808,24.0309,239.76,0,SET,,
"Mar 10, 2016",Dividend,IBM,,,184.53,,E*TRADE,,
"Mar 28, 2016",Dividend,BAC,,,157.25,,E*TRADE,,
"Apr 4, 2016",Buy,ES-Fixed_Income,85.049814,11.2875,960,0,SET,,
"Apr 4, 2016",Buy,ES-SET50,8.9291376,26.8514,239.76,0,SET,,
"Apr 4, 2016",Buy,ES-Tresury,84.4408692,11.3689,960,0,SET,,
"Apr 4, 2016",Buy,ES-JUMBO25,9.4843038,25.2797,239.76,0,SET,,
"Apr 29, 2016",Dividend,BML:BKK,,1.0,2181.19,,SET,,fake price
"May 3, 2016",Dividend,TCAP:BKK,,,11682,,SET,,
"May 9, 2016",Dividend,MBK:BKK,,,4752,,SET,,
"May 10, 2016",Buy,ES-Fixed_Income,84.9601306,11.2994,960,0,SET,,
"May 10, 2016",Buy,ES-SET50,8.9809584,26.6965,239.76,0,SET,,
"May 10, 2016",Buy,ES-Tresury,84.3505148,11.3811,960,0,SET,,
"May 10, 2016",Buy,ES-JUMBO25,9.4871212,25.2722,239.76,0,SET,,
"May 12, 2016",Dividend,AAPL,,,1020.84,,E*TRADE,,
"May 16, 2016",Buy,BRK.B,15,141.6175,2114.27,9.99,E*TRADE,,
"May 19, 2016",Dividend,CPF:BKK,,,10611,,SET,,
"May 31, 2016",Buy,ES-Fixed_Income,84.9085122,11.3063,960,0,SET,,
"May 31, 2016",Buy,ES-SET50,8.7084266,27.532,239.76,0,SET,,
"May 31, 2016",Buy,ES-Tresury,84.2990692,11.388,960,0,SET,,
"May 31, 2016",Buy,ES-JUMBO25,9.1742364,26.1341,239.76,0,SET,,
"Jun 6, 2016",Split,MBK:BKK,,,0,,SET,10,
"Jun 6, 2016",Split,BEM:BKK,,,0,,SET,8.7,
"Jun 7, 2016",Sell,AMARIN:BKK,4300,7.85,33755,57,SET,,
"Jun 7, 2016",Sell,MBK:BKK,16000,14.4,230400,389.02,SET,,
"Jun 7, 2016",Sell,BEM:BKK,34800,6.4,221580.8,374.13,SET,,
"Jun 7, 2016",Sell,UOBCG,2586.55,48.4084,125210.54,0,SET,,
"Jun 11, 2016",Dividend,IBM,,,198.73,,E*TRADE,,
"Jun 13, 2016",Dividend,UOBBC,,,1685.3,,SET,,
"Jun 21, 2016",Buy,ES-Fixed_Income,0.0008839,11.3132,0.01,0,SET,,
"Jun 21, 2016",Buy,ES-Tresury,0.0008775,11.3951,0.01,0,SET,,
"Jun 24, 2016",Dividend,BAC,,,157.25,,E*TRADE,,
"Jun 28, 2016",Buy,ES-Fixed_Income,84.8404608,11.3154,960,0,SET,,
"Jun 28, 2016",Buy,ES-SET50,8.7749748,27.3232,239.76,0,SET,,
"Jun 28, 2016",Buy,ES-Tresury,84.2304118,11.3975,960.02,0,SET,,
"Jun 28, 2016",Buy,ES-JUMBO25,9.2352686,25.9614,239.76,0,SET,,
"Jul 13, 2016",Buy,BANPU:BKK,28300,15.7,444310,750.2,SET,,
"Jul 13, 2016",Sell,TCAP:BKK,11800,37.75,445450,750.2,SET,,
"Jul 27, 2016",Buy,ES-Fixed_Income,84.7724352,11.3244,960,0,SET,,
"Jul 27, 2016",Buy,ES-SET50,8.2781428,28.963,239.76,0,SET,,
"Jul 27, 2016",Buy,ES-Tresury,84.156386,11.4073,960,0,SET,,
"Jul 27, 2016",Buy,ES-JUMBO25,8.7142238,27.5137,239.76,0,SET,,
"Aug 11, 2016",Dividend,AAPL,,,1020.84,,E*TRADE,,
"Aug 16, 2016",Sell,CPF:BKK,26200,29.25,766350,1293.95,SET,,
"Aug 16, 2016",Sell,THAI:BKK,20100,25,502500,848.46,SET,,
"Aug 23, 2016",Buy,AAV:BKK,50000,7.65,382500,645.84,SET,,
"Aug 23, 2016",Buy,NOK:BKK,50000,8.3,415000,700.71,SET,,
"Aug 24, 2016",Buy,NOK:BKK,162309,1.8093,293664.3,0,SET,,
"Aug 25, 2016",Buy,GENCO:BKK,100000,1.65,165000,278.6,SET,,
"Aug 29, 2016",Buy,ES-Fixed_Income,84.6941816,11.3349,960,0,SET,,
"Aug 29, 2016",Buy,ES-SET50,8.044423,29.8045,239.76,0,SET,,
"Aug 29, 2016",Buy,ES-Tresury,84.0761142,11.4182,960,0,SET,,
"Aug 29, 2016",Buy,ES-JUMBO25,8.4396036,28.4089,239.76,0,SET,,
"Sep 12, 2016",Dividend,IBM,,,198.73,,E*TRADE,,
"Sep 19, 2016",Dividend,BANPU:BKK,,,6367.5,,SET,,
"Sep 28, 2016",Dividend,BAC,,,235.87,,E*TRADE,,
"Sep 29, 2016",Buy,ES-Fixed_Income,84.619684,11.3449,960,0,SET,,
"Sep 29, 2016",Buy,ES-SET50,8.2805754,28.9545,239.76,0,SET,,
"Sep 29, 2016",Buy,ES-Tresury,83.9991568,11.4287,960,0,SET,,
"Sep 29, 2016",Buy,ES-JUMBO25,8.6960626,27.5711,239.76,0,SET,,
"Nov 7, 2016",Buy,ES-Fixed_Income,84.524529,11.3576,960,0,SET,,
"Nov 7, 2016",Buy,ES-SET50,8.386892,28.5875,239.76,0,SET,,
"Nov 7, 2016",Buy,ES-Tresury,83.9003048,11.4422,960,0,SET,,
"Nov 7, 2016",Buy,ES-JUMBO25,8.818396,27.1886,239.76,0,SET,,
"Nov 11, 2016",Dividend,AAPL,,,1020.84,,E*TRADE,,
"Nov 14, 2016",Buy,ES-Fixed_Income,0.0008802,11.36,0.01,0,SET,,
"Nov 14, 2016",Buy,ES-Tresury,0.0008737,11.4446,0.01,0,SET,,
"Nov 28, 2016",Buy,ES-Fixed_Income,84.471848,11.3647,960,0,SET,,
"Nov 28, 2016",Buy,ES-SET50,8.4209804,28.4718,239.76,0,SET,,
"Nov 28, 2016",Buy,ES-Tresury,83.8449944,11.4497,960,0,SET,,
"Nov 28, 2016",Buy,ES-JUMBO25,8.8531976,27.0818,239.76,0,SET,,
"Dec 1, 2016",Dividend,AAV:BKK,,,6750,,SET,,
"Dec 12, 2016",Dividend,IBM,,,198.75,,E*TRADE,,
"Dec 28, 2016",Buy,ES-Fixed_Income,84.3953546,11.375,960,0,SET,,
"Dec 28, 2016",Buy,ES-SET50,8.2580224,29.0336,239.76,0,SET,,
"Dec 28, 2016",Buy,ES-Tresury,83.7659356,11.4605,960,0,SET,,
